aah	ah
pellet	pelet
pelt	pelt
pen	pen
penalise	penalíz
penalize	penalíz
penalty	penalté
pencil	pensil
pendant	pendant
pendulum	pendúlum
penetrate	penetrát
penguin	peŋgwin
peninsula	peninsula
penis	pénis
penitent	penitent
pennant	penant
penny	pené
pension	pension
pensioner	pensioner
pentagon	pentagon
peony	péoné
people	pépel
pep	pep
pepper	peper
peppercorn	peperkorn
peppermint	pepermint
peptide	peptíd
per	per
perambulate	perambúlát
perambulation	perambúlásion
perceive	persév
percentage	persentaj
percept	persept
perception	persepsion
perceptron	perseptron
perch	perc
percolate	percolát
peregrine	peregrin
perennial	perenial
perfect	perfekt
perfection	perfeksion
perfectionist	perfeksionist
perforate	perforát
perforation	perforásion
perform	perform
performance	performans
performer	performer
perfume	perfúm
pergola	pergola
peril	peril
perimeter	perimeter
period	périod
periodical	périodikal
peripheral	periferal
periphery	periferé
perish	perix
perishable	perixabel
perk	perk
perm	perm
permeability	perméabilité
permeate	perméát
permission	permision
permit	permit
permutation	permútásion
permute	permút
peronist	peronist
peroxide	peroksíd
perpetrate	perpetrát
perpetrator	perpetrátor
perpetuate	perpetúát
perpetuity	perpetúité
perplex	perpleks
perplexity	perpleksité
perquisite	perkwizit
persecute	persekút
persecution	persekúsion
persecutor	persekútor
persevere	persevér
persian	perzian
persist	persist
person	person
persona	persóna
personage	personaj
personalise	personalíz
personality	personalité
personalize	personalíz
personification	personifikásion
personify	personifí
perspective	perspektiv
perspire	perspír
persuade	perswád
persuasion	perswázion
pertain	pertán
perturb	perturb
perturbation	perturbásion
peruse	perúz
peruvian	perq̇vian
pervade	pervád
perversion	perverzion
pervert	pervert
peso	pásó
pessimist	pesimist
pest	pest
pester	pester
pesticide	pestisíd
pet	pet
petal	petal
peter	péter
petite	petét
petition	petision
petitioner	petisioner
petrify	petrifí
petrochemical	petrókemikal
petticoat	petékoʷt
petunia	petúnia
pew	puʷ
pfennig	fenig
phagocyte	fagosít
phalange	falanj
phalangist	falajist
phantasm	fantazem
phantom	fantom
pharaoh	fáró
pharmaceutical	farmasútikal
pharmacist	farmasist
pharmacy	farmasé
phase	faʸz
pheasant	fezant
phenol	fénol
phenomenologist	fenomenolojist
phenomenon	fenomenon
phenotype	fénotíp
pheromone	feremón
philanthropist	filanþropist
philippian	filipian
philistine	filistén
philologist	filolojist
philosopher	filosofer
philosophise	filosofíz
philosophize	filosofíz
philosophy	filosofé
pho	fu
phobia	fóbia
phoenician	fónésian
phone	foʷn
phoneme	fóném
phosphate	fosfát
phosphor	fosfor
photo	fótó
photocell	fótósel
photocopier	fótókopéer
photocopy	fótókopé
photograph	fótograf
photographer	fotografer
photon	fóton
photoreceptor	fótoreseptor
phrase	fraʸz
phrenologist	frenolojist
physician	fizisian
physicist	fizisist
physio	fizio
physiologist	fiziolojist
physiotherapist	fizioþerapist
pianist	pianist
piano	pianó
piazza	piatsa
pic	pik
pica	píka
pick	pik
picker	piker
picket	piket
picking	pikiŋ
pickle	pikel
pickpocket	pikpoket
pickup	pikup
picnic	piknik
picnick	piknik
picnicker	pikniker
pict	pikt
pictogram	piktogram
picture	piktúr
pie	piʸ
piece	peʸs
pied	piʸd
pier	peʸr
pierce	peʸrs
piety	píeté
pig	pig
pigeon	pijon
pigeonhole	pijonhoʷl
piggery	pigeré
piggy	pigé
piglet	piglet
pigment	pigment
pigtail	pigtaʸl
pike	piʸk
pikeman	piʸkman
pil	pil
pilaster	pilaster
pile	piʸl
pilfer	pilfer
pilgrim	pilgrim
pilgrimage	pilgrimaj
pill	pil
pillage	pilaj
pillar	pilar
pillbox	pilboks
pillory	piloré
pillow	piló
pillowcase	pilókaʸs
pilot	pílot
pimento	pimentó
pimp	pimp
pimple	pimpel
pin	pin
pincer	pinser
pinch	pinc
pine	piʸn
pineapple	piʸnapel
pinewood	piʸnwqd
ping	piŋ
pinge	pinj
pinion	pinion
pink	piŋk
pinnacle	pinakel
pinpoint	pinpoʸnt
pinprick	pinprik
pinstripe	pinstriʸp
pint	piʸnt
pioneer	píonér
pip	pip
pipe	piʸp
pipeline	piʸpliʸn
piper	piʸper
pipette	pípet
pique	peʸk
piranha	pirana
pirate	pírat
pirouette	pirq̇et
piss	pis
pistachio	pistasio
pistol	pistol
piston	piston
pit	pit
pitch	pic
pitcher	picer
pitchfork	picfork
pitfall	pitfål
pitman	pitman
piton	péton
pity	pité
pivot	pivot
pixel	piksel
pixy	piksé
pizza	pétsa
placard	plakard
placate	plákát
place	plaʸs
placebo	plasébó
placement	plaʸsment
placing	plaʸsiŋ
plague	plaʸg
plain	plaʸn
plainclothe	plaʸnkloʷð
plaintiff	plántif
plait	plaʸt
plan	plan
plane	plaʸn
planet	planet
plank	plaŋk
planner	planer
plant	plant
plantation	plantásion
planter	planter
planting	plantiŋ
plaque	plak
plasma	plazma
plasmid	plazmid
plaster	plaster
plasterer	plasterer
plastic	plastik
plate	plaʸt
plateau	plató
platelet	plátlet
platform	platform
platitude	platitúd
platoon	platq̇n
platter	plater
plaudit	plådit
play	plaʸ
playbill	plaʸbil
player	plaʸer
playground	plaʸgrqʷnd
playgroup	plaʸgrq̇p
playmate	plaʸmaʸt
playoff	plaʸof
plaything	plaʸþiŋ
playwright	plaʸriʸt
plaza	plaza
plea	pleʸ
plead	pleʸd
pleading	pleʸdiŋ
pleasant	plezant
pleasantry	plezantré
please	pleʸz
pleasure	plezúr
pleat	pleʸt
plebeian	plébian
pledge	plej
plier	pliʸer
plinth	plinþ
plod	plod
plonk	ploŋk
plonker	ploŋker
plop	plop
plosive	plósiv
plot	plot
plotter	ploter
plough	plqʷ
ploughman	plqʷman
ploughshare	plqʷxaʸr
plover	pluver
ploy	ploʸ
pluck	pluk
plug	plug
plugger	pluger
plum	plum
plumage	plúmaj
plumb	plum
plumber	plumer
plume	pluʷm
plummet	plumet
plump	plump
plunder	plunder
plunge	plunj
plural	plúral
pluralist	plúralist
plus	plus
ply	pliʸ
poach	poʷc
poacher	poʷcer
pock	pok
pocket	poket
pockmark	pokmark
pod	pod
poem	póem
poet	póet
poetic	póetik
pogrom	pogrom
pogue	poʷg
poinsettia	poʸnsetia
point	poʸnt
pointer	poʸnter
poise	poʸz
poison	poʸzon
poisoner	poʸzoner
poisoning	poʸzoniŋ
poke	poʷk
poker	poʷker
polarise	pólaríz
polarity	pólarité
polarize	pólaríz
pole	poʷl
polecat	poʷlkat
polemic	polémik
polemicist	polémisist
police	polés
policeman	polésman
policewoman	polésʷqman
policy	polisé
policyholder	poliséhoʷlder
policymaker	polisémaʸker
polish	polix
polisher	polixer
polite	polít
politeness	polítnes
politician	politisian
politicise	politisíz
politicize	politisíz
politico	politikó
polity	polité
poll	poʷl
pollard	polard
pollinate	polinát
pollinator	polinátor
pollster	poʷlster
pollutant	polútant
pollute	polút
polluter	polúter
pollution	polúsion
polo	póló
poltergeist	póltergíst
poly	polé
polyester	poliester
polygon	poligon
polymer	polimer
polymorphism	polimorfizem
polynesian	polinézian
polynomial	polinómial
polyp	polip
polysaccharide	polisakaríd
polysyllable	polisilabel
polytechnic	politeknik
pom	pom
pomegranate	pomegranat
pomme	pom
pomp	pomp
ponce	pons
poncho	poncó
pond	pond
ponder	ponder
pontificate	pontifikát
pontoon	pontq̇n
pony	póné
poo	pq̇
poodle	pq̇del
pool	pq̇l
poor	pq̇r
pop	pop
pope	poʷp
popinjay	popinjaʸ
poplar	poplar
popper	poper
poppy	popé
popster	popster
popular	popúlar
popularise	popúlaríz
popularize	popúlaríz
populate	popúlát
population	popúlásion
populist	popúlist
porcelain	porselan
porch	porc
porcupine	porkúpín
pore	poʷr
pornographer	pornografer
porosity	porosité
porpoise	porpos
porsch	porx
port	poʷrt
portable	portabel
portal	portal
porte	port
portent	portent
porter	porter
portfolio	portfólió
porthole	poʷrthoʷl
portico	portikó
portion	porsion
portrait	portrat
portraitist	portratist
portray	portraʸ
portrayal	portraʸal
pose	poʷz
poser	poʷzer
posh	pox
posit	pozit
position	pozision
positive	pozitiv
positivist	pozitivist
positron	pozitron
poss	pos
possess	pozes
possession	pozesion
possessor	pozesor
possibility	posibilité
possible	posibel
post	poʷst
postcard	poʷstkard
postcode	poʷstkoʷd
poster	poʷster
postgraduate	póstgradúat
posthole	poʷsthoʷl
posting	poʷstiŋ
postman	poʷstman
postmark	poʷstmark
postpone	póstpón
postponement	póstpónment
poststructuralist	póststruktúralist
postulate	postúlát
posture	postúr
posturing	postúriŋ
posy	pozé
pot	pot
potato	potátó
potency	pótensé
potentate	pótentát
potential	potensial
potentiality	potensialité
pothole	pothoʷl
potion	pósion
potter	poter
pottery	poteré
pouch	pqʷc
pounce	pqʷns
pound	pqʷnd
pounder	pqʷnder
pour	poʷr
pout	pqʷt
pow	pqʷ
powder	pq̇der
power	pqʷr
powerboat	pqʷrboʷt
powerhead	pqʷrhed
practical	praktikal
practicality	praktikalité
practice	praktis
practise	praktis
practitioner	praktisioner
pragmatist	pragmatist
prairy	práré
praise	praʸz
pram	pram
prance	prans
prank	praŋk
prat	prat
prattle	pratel
prawn	prån
pray	praʸ
prayer	praʸr
preach	preʸc
preacher	preʸcer
preamble	préambel
precaution	prekåsion
precede	preséd
precedent	presedent
precept	présept
precinct	présiŋkt
precipice	presipis
precipitate	presipitát
preclude	preklúd
preconception	prékonsepsion
precondition	prékondision
precursor	prékursor
predate	prédaʸt
predator	predator
predecessor	predesesor
predestine	prédestin
predetermine	prédetermin
predicament	predikament
predicate	predikát
predict	predikt
prediction	prediksion
predictor	prediktor
predilection	predileksion
predispose	prédispóz
predisposition	prédispozision
predominate	predominát
preempt	préemt
preen	preʸn
preface	prefas
prefect	préfekt
prefer	prefer
preference	preferens
prefix	préfiks
pregnancy	pregnansé
prejudge	préjuj
prejudice	prejúdis
prelate	prelat
preliminary	preliminaré
prelude	prelúd
premeditate	prémeditát
premier	premér
premiere	premér
premise	premis
premiss	premis
premium	prémium
premonition	premonision
preoccupation	préokúpásion
preoccupy	préokúpí
preordain	préordán
preparation	preparásion
prepare	prepár
preparer	prepárer
prepayment	prépaʸment
preposition	prepozision
prerequisite	prerekwizit
prerogative	prerogativ
presage	presaj
presbyterian	prezbitérian
prescribe	preskríb
prescriber	preskríber
prescription	preskripsion
preselect	préselekt
presence	prezens
present	prezent
presentation	prezentásion
presenter	prezenter
presentment	prezentment
preservationist	prezervásionist
preservative	prezervativ
preserve	prezerv
preset	préset
preside	prezíd
president	prezident
press	pres
pressing	presiŋ
pressman	presman
pressure	presúr
pressurise	presúríz
pressurize	presúríz
presume	prezúm
presumption	prezumsion
presuppose	présupóz
presupposition	présupozision
pretence	prétens
pretend	pretend
pretender	pretender
pretension	pretension
pretext	prétekst
pretreat	prétreʸt
pretty	prité
prevail	prevál
prevalence	prevalens
prevaricate	prevarikát
prevent	prevent
preview	prévú
prey	praʸ
price	priʸs
prick	prik
prickle	prikel
pricy	priʸsé
pride	priʸd
priest	preʸst
priestess	preʸstes
prig	prig
primary	prímaré
primate	prímát
prime	priʸm
primer	priʸmer
primitive	primitiv
primrose	primróz
prince	prins
princeling	prinsliŋ
princess	prinses
principal	prinsipal
principality	prinsipalité
principle	prinsipel
print	print
printer	printer
printout	printqʷt
prior	príor
prioritise	príoritíz
prioritize	príoritíz
priority	príorité
priory	príoré
prism	prizem
prison	prizon
prisoner	prizoner
private	prívat
privateer	prívatér
privation	prívásion
privatisation	prívatizásion
privatise	prívatíz
privatization	prívatizásion
privatize	prívatíz
privilege	privilej
privy	privé
prize	priʸz
prizewinner	priʸzʷiner
pro	proʷ
prob	prob
probability	probabilité
probable	probabel
probationer	próbásioner
probe	proʷb
probing	proʷbiŋ
problem	problem
problematize	problematíz
procedure	prosédúr
proceed	proséd
proceeding	prosédiŋ
process	próses
procession	prosesion
processor	prósesor
proclaim	proklám
proclamation	proklamásion
proclivity	próklivité
procrastinate	prokrastinát
proctor	prokto
procure	prókúr
prod	prod
prodigy	prodijé
produce	prodús
producer	prodúser
product	produkt
production	produksion
prof	prof
profess	profes
profession	profesion
professional	profesional
professionalize	profesionalíz
professor	profesor
professorship	profesorxip
proffer	profer
profile	prófíl
profit	profit
profiteer	profitér
profound	prófq́nd
progenitor	prójenitor
prognostication	prognostikásion
program	prógram
programme	prógram
programmer	prógramer
progress	prógres
progression	progresion
progressive	progresiv
prohibit	próhibit
prohibition	próhibision
project	projekt
projectile	projektíl
projection	projeksion
projector	projektor
prokaryote	prókariót
proletarian	próletarian
proliferate	próliferát
prolong	proloŋ
prom	prom
promenade	promenád
promise	promis
promo	prómó
promontory	promontoré
promote	promót
promoter	promóter
promotion	promósion
prompt	promt
prompting	promtiŋ
promulgate	promulgát
prong	proŋ
pronoun	prónqʷn
pronounce	pronq́ns
pronouncement	pronq́nsment
pronunciation	pronunsiásion
proof	prq̇f
prop	prop
propagandist	propagandist
propagate	propagát
propagator	propagátor
propel	propel
propellant	propelant
propeller	propeler
propensity	propensité
property	properté
prophecy	profesé
prophesy	profesí
prophet	profet
proponent	propónent
proportion	proporsion
proposal	propózal
propose	propóz
proposer	propózer
proposition	propozision
propound	propq́nd
proprietor	propríetor
propriety	propríeté
proscribe	proskríb
prosecute	prosekút
prosecution	prosekúsion
prosecutor	prosekútor
prospect	prospekt
prospector	prospektor
prosper	prosper
prostaglandin	próstaglandin
prostitute	prostitút
prostrate	prostrát
protagonist	prótagonist
protease	prótéáz
protect	protekt
protection	proteksion
protectionist	proteksionist
protector	protektor
protege	prótezjaʸ
protein	prótén
protest	prótest
protestant	protestant
protestation	prótestásion
protester	prótester
protestor	prótestor
protocol	prótokol
proton	próton
prototype	prótotíp
protozoan	prótozóan
protract	prótrakt
protrude	prótrúd
protrusion	prótrúzion
protuberance	prótúberans
proud	prqʷd
prove	prq̇v
provenance	provenans
proverb	proverb
provide	províd
provider	províder
province	provins
provincial	provinsial
provision	provizion
proviso	provízo
provo	próvó
provocateur	provokater
provocation	provokásion
provoke	provók
prowl	prqʷl
proxy	proksé
prune	pruʷn
prussian	prusian
pry	priʸ
psalm	salm
psalter	sålter
pseudoaneurysm	súdóanúrizem
pseudocyst	súdosist
pseudonym	súdonim
psych	siʸk
psychedelic	síkedelik
psychiatrist	síkíatrist
psychic	síkik
psychoanalyst	síkóanalist
psycholinguist	síkóliŋgwist
psycholinguistic	síkoliŋgwistik
psychologist	síkolojist
psychology	síkolojé
psychopath	síkopaþ
psychotherapist	síkoþerapist
psychotic	síkotik
pub	pub
pube	puʷb
public	publik
publication	publikásion
publicise	publisíz
publicist	publisist
publicize	publisíz
publish	publix
publisher	publixer
pucker	puker
pudding	pqdiŋ
puddle	pudel
puff	puf
puffer	pufer
puffin	pufin
puke	puʷk
pull	pql
puller	pqler
pulley	pqlé
pullover	pqlóver
pulp	pulp
pulpit	pulpit
pulsar	pulsar
pulsate	pulsát
pulsation	pulsásion
pulse	puls
pulverise	puveríz
pulverize	puveríz
puma	pq̇ma
pummel	pumel
pump	pump
pumpkin	pumkin
pun	pun
punch	punc
punchcard	punckard
punctuate	puŋktúát
puncture	puŋktúr
pundit	pundit
punish	punix
punisher	punixer
punishment	punixment
punjabi	punjabé
punk	puŋk
punt	punt
punter	punter
pup	pup
pupil	púpil
puppet	pupet
puppy	pupé
purchase	purcas
purchaser	purcaser
pure	puʷr
purge	purj
purify	púrifí
purist	púrist
puritan	púritan
purity	púrité
purloin	purloʸn
purple	purpel
purport	purport
purpose	porpos
purr	pur
purse	purs
pursuant	pursúant
pursue	pursú
pursuer	pursúer
pursuit	pursút
purvey	purvaʸ
purveyor	purvaʸor
push	pqx
pushchair	pqxcaʸr
pusher	pqxer
pushover	pqxóver
pustule	pustúl
put	pqt
putt	put
putter	puter
puzzle	puzel
pygmy	pigmé
pyjamas	pijamaz
pylon	pílon
pyramid	piramid
pyre	piʸr
pyrite	pírít
pyrotechnic	píroteknik
pythagoras	píþagoras
python	píþon
quack	kwak
quad	kwod
quadrant	kwodrant
quadruped	kwodruped
quadruple	kwodrúpel
quaff	kwof
quail	kwaʸl
quake	kwaʸk
quaker	kwaʸker
qualification	kwolifikásion
qualifier	kwolifíer
qualify	kwolifí
quality	kwolité
qualm	kwalm
quantifier	kwontifíer
quantify	kwontifí
quantitate	kwontitát
quantity	kwontité
quarantine	kworantén
quark	kwark
quarrel	kworel
quarry	kworé
quarryman	kworéman
quart	kwort
quarter	kworter
quartet	kwortet
quasar	kwázar
quash	kwox
quatrain	kwotrán
quaver	kwáver
quay	keʸ
queen	kweʸn
queer	kweʸr
quell	kwel
quench	kwenc
query	kwéré
quest	kwest
question	kwestion
questioner	kwestioner
questionnaire	kwestionár
queue	kuʷ
quibble	kwibel
quick	kwik
quicken	kwiken
quid	kwid
quiet	kwíet
quieten	kwíeten
quill	kwil
quilt	kwilt
quin	kwin
quintet	kwintet
quip	kwip
quirk	kwirk
quit	kwit
quiver	kwiver
quiz	kwiz
quota	kwóta
quotation	kwótásion
quote	kwoʷt
ra	ra
rabbi	rabí
rabbit	rabit
race	raʸs
racecourse	raʸskoʷrs
racegoer	raʸsgoʷer
racehorse	raʸshors
racer	raʸser
racist	raʸsist
rack	rak
racket	raket
racketeer	raketér
racquet	raket
rad	rad
radar	rádar
radial	rádial
radian	rádian
radiate	rádiát
radiation	rádiásion
radiator	rádiátor
radical	radikal
radicalize	radikalíz
radio	rádió
radiocommunication	rádiókomúnikásion
radiograph	rádiógraf
radiologist	rádiolojist
radiometer	rádiometer
radish	radix
radius	rádius
raffle	rafel
raft	raft
rafter	rafter
rag	rag
ragamuffin	ragamufin
rage	raʸj
raid	raʸd
raider	raʸder
rail	raʸl
railcar	raʸlkar
railcoach	raʸlkoʷc
railing	raʸliŋ
railroad	raʸlroʷd
railway	raʸlwaʸ
railwayman	raʸlwaʸman
rain	raʸn
rainbow	raʸnboʷ
raincoat	raʸnkoʷt
raindrop	raʸndrop
rainforest	raʸnforest
rainstorm	raʸnstorm
raise	raʸz
raiser	raʸzer
raisin	rázin
rake	raʸk
rally	ralé
ram	ram
ramble	rambel
rambler	rambeler
rambling	rambeliŋ
ramification	ramifikásion
ramify	ramifí
ramp	ramp
rampage	rampáj
rampart	rampart
ranch	ranc
rancher	rancer
randomise	randomíz
randomize	randomíz
range	raʸnj
rangeland	raʸnjland
